UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_difference,torque-per-rpm
9500,L56679,L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0,10.900000000000034,0.02457627118644068
9501,L56680,L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0,11.0,0.01803182086034178
9502,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,11.0,0.033954154727793694
9503,L56682,L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0,10.899999999999977,0.03290969899665552
9504,M24363,M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,11.100000000000023,0.028884590586718245
9505,L56684,L,299.2,310.3,1440,47.0,21,0,0,0,0,0,0,11.100000000000023,0.03263888888888889
9506,L56685,L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0,11.100000000000023,0.028061581525542337
9507,H38920,H,299.3,310.4,1548,41.6,25,0,0,0,0,0,0,11.099999999999966,0.026873385012919897
9508,L56687,L,299.3,310.5,1505,38.8,30,0,0,0,0,0,0,11.199999999999989,0.025780730897009965
9509,L56688,L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,11.199999999999989,0.022594661700806953
9510,M24369,M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,11.199999999999989,0.026498002663115843
9511,M24370,M,299.2,310.4,1504,43.3,37,0,0,0,0,0,0,11.199999999999989,0.028789893617021275
9512,L56691,L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,11.199999999999989,0.02808833678398896
9513,L56692,L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0,11.199999999999989,0.023999999999999997
9514,M24373,M,299.0,310.2,1598,33.4,44,0,0,0,0,0,0,11.199999999999989,0.02090112640801001
9515,L56694,L,299.0,310.1,1416,45.9,47,0,0,0,0,0,0,11.100000000000023,0.03241525423728814
9516,L56695,L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,11.199999999999989,0.017122473246135552
9517,L56696,L,298.9,310.1,1341,54.5,51,0,0,0,0,0,0,11.200000000000045,0.04064131245339299
9518,L56697,L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0,11.200000000000045,0.025673013788575182
9519,L56698,L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,11.100000000000023,0.02651898734177215
9520,L56699,L,299.0,310.1,1531,36.0,57,0,0,0,0,0,0,11.100000000000023,0.023514043109079032
9521,L56700,L,299.0,310.1,1375,48.9,59,0,0,0,0,0,0,11.100000000000023,0.03556363636363636
9522,M24381,M,298.9,310.1,1484,40.4,61,0,0,0,0,0,0,11.200000000000045,0.027223719676549865
9523,M24382,M,299.0,310.2,1657,32.3,64,0,0,0,0,0,0,11.199999999999989,0.019493059746529873
9524,L56703,L,299.0,310.2,1494,40.6,67,0,0,0,0,0,0,11.199999999999989,0.02717536813922356
9525,H38938,H,299.0,310.3,1658,27.6,69,0,0,0,0,0,0,11.300000000000011,0.016646562123039808
9526,L56705,L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,11.199999999999989,0.02983699503897945
9527,M24386,M,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,11.199999999999989,0.039713261648745515
9528,L56707,L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0,11.299999999999955,0.02832258064516129
9529,M24388,M,299.1,310.3,1233,59.0,81,0,0,0,0,0,0,11.199999999999989,0.047850770478507706
9530,L56709,L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,11.199999999999989,0.03200822481151474
9531,H38944,H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,11.299999999999955,0.03814946619217082
9532,L56711,L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,11.300000000000011,0.030246913580246913
9533,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,11.300000000000011,0.0351878612716763
9534,L56713,L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,11.300000000000011,0.017302052785923755
9535,L56714,L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,11.300000000000011,0.03167013167013167
9536,M24395,M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0,11.300000000000011,0.019515226848974516
9537,L56716,L,299.3,310.5,1818,26.0,102,0,0,0,0,0,0,11.199999999999989,0.014301430143014302
9538,M24397,M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0,11.300000000000011,0.028894989704873027
9539,L56718,L,299.3,310.6,1480,45.1,107,0,0,0,0,0,0,11.300000000000011,0.030472972972972974
9540,L56719,L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,11.400000000000034,0.03349719101123596
9541,M24400,M,299.4,310.8,1628,40.2,111,0,0,0,0,0,0,11.400000000000034,0.024692874692874695
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,11.300000000000011,0.017844925883694414
9543,L56722,L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,11.299999999999955,0.016608391608391608
9544,M24403,M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,11.399999999999977,0.03534107402031931
9545,L56724,L,299.6,311.0,1708,31.0,122,0,0,0,0,0,0,11.399999999999977,0.018149882903981264
9546,L56725,L,299.6,311.0,1430,38.3,124,0,0,0,0,0,0,11.399999999999977,0.02678321678321678
9547,M24406,M,299.7,311.2,1560,43.9,126,0,0,0,0,0,0,11.5,0.02814102564102564
9548,L56727,L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,11.5,0.018284693269803455
9549,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,11.5,0.024457593688362922
9550,M24409,M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,11.5,0.0204972710733778
9551,M24410,M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,11.5,0.029841488628532045
9552,L56731,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,11.400000000000034,0.03515456506110712
9553,M24412,M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0,11.5,0.026854891661195007
9554,L56733,L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,11.399999999999977,0.02622073578595318
9555,M24414,M,299.3,310.7,1440,45.5,146,0,0,0,0,0,0,11.399999999999977,0.03159722222222222
9556,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,11.400000000000034,0.019810725552050473
9557,L56736,L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0,11.300000000000011,0.03515283842794759
9558,M24417,M,299.5,310.8,1507,40.2,156,0,0,0,0,0,0,11.300000000000011,0.026675514266755143
9559,M24418,M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,11.399999999999977,0.021940393151553585
9560,L56739,L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0,11.399999999999977,0.025735294117647058
9561,L56740,L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0,11.299999999999955,0.028581035642232685
9562,L56741,L,299.6,310.9,1853,26.3,166,0,0,0,0,0,0,11.299999999999955,0.014193200215866163
9563,M24422,M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0,11.300000000000011,0.03491289198606272
9564,M24423,M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,11.300000000000011,0.014463981849120816
9565,L56744,L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,11.300000000000011,0.01368131868131868
9566,M24425,M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,11.300000000000011,0.025433911882510013
9567,L56746,L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,11.300000000000011,0.021896444167186526
9568,L56747,L,299.8,311.1,1412,42.5,181,0,0,0,0,0,0,11.300000000000011,0.03009915014164306
9569,L56748,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0,11.300000000000011,0.02392947103274559
9570,M24429,M,299.8,311.0,1948,20.0,185,0,0,0,0,0,0,11.199999999999989,0.01026694045174538
9571,L56750,L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0,11.199999999999989,0.034826589595375726
9572,L56751,L,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,11.100000000000023,0.022655758338577723
9573,M24432,M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,11.100000000000023,0.03387900355871886
9574,L56753,L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,11.199999999999989,0.026894701542588866
9575,H38988,H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0,11.100000000000023,0.03286318758815233
9576,M24435,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,11.199999999999989,0.022083593262632564
9577,L56756,L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0,11.099999999999966,0.012122788761706556
9578,M24437,M,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,11.199999999999989,0.036290322580645164
9579,L56758,L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,11.300000000000011,0.026563507414571245
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,11.199999999999989,0.021082441787287604
9581,M24440,M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0,11.199999999999989,0.03970484891075193
9582,L56761,L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,11.200000000000045,0.03744710860366714
9583,M24442,M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,11.199999999999989,0.033831908831908834
9584,L56763,L,299.3,310.5,1281,59.8,15,0,0,0,0,0,0,11.199999999999989,0.046682279469164714
9585,L56764,L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0,11.199999999999989,0.02701111837802485
9586,M24445,M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,11.199999999999989,0.026935380678182984
9587,L56766,L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0,11.200000000000045,0.04043026706231454
9588,M24447,M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0,11.199999999999989,0.027701778385772913
9589,H39002,H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,11.099999999999966,0.030132450331125826
9590,L56769,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,11.199999999999989,0.029415760869565214
9591,M24450,M,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,11.199999999999989,0.03924528301886793
9592,L56771,L,299.2,310.4,1570,37.3,37,0,0,0,0,0,0,11.199999999999989,0.023757961783439488
9593,L56772,L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0,11.199999999999989,0.03393763596809282
9594,L56773,L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0,11.099999999999966,0.03905325443786982
9595,L56774,L,299.1,310.3,1727,28.7,43,0,0,0,0,0,0,11.199999999999989,0.016618413433700057
9596,H39009,H,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,11.100000000000023,0.034916201117318434
9597,L56776,L,298.9,310.1,1466,43.4,50,0,0,0,0,0,0,11.200000000000045,0.0296043656207367
9598,L56777,L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0,11.200000000000045,0.025165562913907286
9599,L56778,L,299.0,310.2,1490,41.1,54,0,0,0,0,0,0,11.199999999999989,0.027583892617449667
9600,L56779,L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0,11.100000000000023,0.02556390977443609
9601,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,11.100000000000023,0.029019859064702114
9602,L56781,L,298.9,310.1,2109,18.0,61,0,0,0,0,0,0,11.200000000000045,0.008534850640113799
9603,L56782,L,298.9,310.2,1705,32.5,63,0,0,0,0,0,0,11.300000000000011,0.01906158357771261
9604,M24463,M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0,11.200000000000045,0.02595222724338283
9605,H39018,H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,11.199999999999989,0.023213194868662187
9606,M24465,M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0,11.200000000000045,0.02553908355795148
9607,L56786,L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0,11.200000000000045,0.031691648822269804
9608,L56787,L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0,11.200000000000045,0.023424570337364736
9609,M24468,M,298.9,310.1,1513,41.5,80,0,0,0,0,0,0,11.200000000000045,0.02742894910773298
9610,L56789,L,299.0,310.1,1470,40.3,83,0,0,0,0,0,0,11.100000000000023,0.027414965986394556
9611,L56790,L,299.0,310.1,1505,41.3,85,0,0,0,0,0,0,11.100000000000023,0.027441860465116277
9612,L56791,L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0,11.199999999999989,0.029469273743016763
9613,M24472,M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0,11.199999999999989,0.01956923076923077
9614,L56793,L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0,11.199999999999989,0.04538852578068264
9615,M24474,M,299.1,310.3,1441,43.9,94,0,0,0,0,0,0,11.199999999999989,0.030464954892435808
9616,M24475,M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0,11.199999999999989,0.02551150895140665
9617,L56796,L,298.9,310.1,1580,37.3,100,0,0,0,0,0,0,11.200000000000045,0.02360759493670886
9618,L56797,L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0,11.199999999999989,0.023284960422163586
9619,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,11.100000000000023,0.02957843814789219
9620,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,11.100000000000023,0.0399848828420257
9621,L56800,L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0,11.100000000000023,0.031224489795918367
9622,M24481,M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0,11.0,0.00951683748169839
9623,L56802,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0,11.100000000000023,0.01516164994425864
9624,L56803,L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0,11.200000000000045,0.03525073746312684
9625,H39038,H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0,11.100000000000023,0.02482315112540193
9626,M24485,M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0,11.100000000000023,0.03194351042367182
9627,M24486,M,299.0,310.0,1341,58.9,126,0,0,0,0,0,0,11.0,0.043922445935868755
9628,M24487,M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0,11.100000000000023,0.0246133154001345
9629,H39042,H,299.0,310.0,1569,34.3,132,0,0,0,0,0,0,11.0,0.0218610579987253
9630,H39043,H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0,11.100000000000023,0.009595713589868484
9631,L56810,L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,11.100000000000023,0.022615287428932405
9632,L56811,L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0,11.0,0.01985645933014354
9633,M24492,M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0,11.0,0.04293193717277487
9634,H39047,H,299.1,310.1,1421,41.2,149,0,0,0,0,0,0,11.0,0.02899366643209008
9635,L56814,L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,11.099999999999966,0.03698245614035088
9636,L56815,L,299.2,310.2,1609,33.2,156,0,0,0,0,0,0,11.0,0.020633934120571785
9637,L56816,L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0,11.100000000000023,0.02740544127405441
9638,L56817,L,299.2,310.3,1463,38.9,160,0,0,0,0,0,0,11.100000000000023,0.026589200273410798
9639,H39052,H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0,11.099999999999966,0.03223259152907394
9640,L56819,L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0,11.099999999999966,0.015536231884057972
9641,L56820,L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,11.100000000000023,0.0238441215323646
9642,L56821,L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0,11.099999999999966,0.03948717948717949
9643,L56822,L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0,11.100000000000023,0.033746355685131194
9644,L56823,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,11.0,0.026905235255135853
9645,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,11.099999999999966,0.020012277470841007
9646,L56825,L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0,11.100000000000023,0.016066323613493427
9647,L56826,L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,11.0,0.020037926675094818
9648,L56827,L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0,11.0,0.03223593964334705
9649,L56828,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,11.0,0.029096045197740113
9650,H39063,H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0,10.899999999999977,0.019975859987929993
9651,M24510,M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0,10.899999999999977,0.02860125260960334
9652,M24511,M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0,10.899999999999977,0.02278481012658228
9653,M24512,M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0,11.0,0.03111559139784946
9654,L56833,L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0,10.899999999999977,0.040568099053168244
9655,L56834,L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,10.899999999999977,0.041185076810534016
9656,H39069,H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,10.899999999999977,0.03459119496855346
9657,L56836,L,299.0,310.1,1623,33.0,210,0,0,0,0,0,0,11.100000000000023,0.02033271719038817
9658,L56837,L,299.0,310.0,1484,39.6,212,0,0,0,0,0,0,11.0,0.026684636118598382
9659,L56838,L,299.0,309.9,1548,34.5,214,0,0,0,0,0,0,10.899999999999977,0.022286821705426358
9660,L56839,L,298.9,309.8,1287,61.9,216,1,0,0,0,1,0,10.900000000000034,0.04809634809634809
9661,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0,10.900000000000034,0.03096264367816092
9662,H39075,H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0,11.0,0.030795610425240053
9663,M24522,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0,11.0,0.019681528662420383
9664,L56843,L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0,11.0,0.03400696864111498
9665,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0,11.099999999999966,0.04160971905846621
9666,L56845,L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0,11.100000000000023,0.020683229813664595
9667,M24526,M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0,11.199999999999989,0.013057671381936888
9668,L56847,L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0,11.100000000000023,0.03616863905325444
9669,L56848,L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0,11.199999999999989,0.02174181593576282
9670,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0,11.199999999999989,0.019209388511426808
9671,L56850,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0,11.199999999999989,0.018165680473372782
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0,11.199999999999989,0.03123229461756374
9673,H39086,H,299.0,310.2,1744,31.5,0,0,0,0,0,0,0,11.199999999999989,0.018061926605504586
9674,M24533,M,299.0,310.1,1593,35.4,5,0,0,0,0,0,0,11.100000000000023,0.02222222222222222
9675,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0,11.099999999999966,0.01746312684365782
9676,M24535,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0,11.199999999999989,0.04406779661016949
9677,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0,11.100000000000023,0.011240721102863203
9678,L56857,L,299.0,310.1,2033,19.3,15,0,0,0,0,0,0,11.100000000000023,0.009493359567142154
9679,M24538,M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0,11.099999999999966,0.01642314436002338
9680,L56859,L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0,11.099999999999966,0.02090112640801001
9681,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0,11.0,0.012777191129883844
9682,M24541,M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0,11.0,0.031444759206798865
9683,L56862,L,299.1,310.0,1394,46.6,27,0,0,0,0,0,0,10.899999999999977,0.03342898134863702
9684,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,11.0,0.042152466367713005
9685,H39098,H,298.9,309.9,1376,51.0,32,0,0,0,0,0,0,11.0,0.037063953488372096
9686,L56865,L,299.0,310.0,1360,48.1,37,0,0,0,0,0,0,11.0,0.03536764705882353
9687,L56866,L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0,11.0,0.027388963660834455
9688,M24547,M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0,11.0,0.019163129169193452
9689,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,11.0,0.03335771762984638
9690,L56869,L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0,11.100000000000023,0.04368575624082232
9691,M24550,M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0,11.100000000000023,0.023421052631578947
9692,L56871,L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0,11.0,0.02016434892541087
9693,M24552,M,299.0,310.0,1667,30.0,53,0,0,0,0,0,0,11.0,0.017996400719856028
9694,L56873,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0,11.100000000000023,0.01701122268163024
9695,L56874,L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0,11.100000000000023,0.021423989737010905
9696,L56875,L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0,11.0,0.020100502512562814
9697,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,11.0,0.028347578347578346
9698,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0,11.0,0.032200990799716916
9699,L56878,L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0,11.0,0.016957306073361395
9700,L56879,L,298.8,309.8,1508,36.3,69,0,0,0,0,0,0,11.0,0.024071618037135277
9701,M24560,M,298.9,309.8,1353,53.7,71,0,0,0,0,0,0,10.900000000000034,0.03968957871396896
9702,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,11.0,0.02855218855218855
9703,L56882,L,298.9,310.0,1633,31.2,76,0,0,0,0,0,0,11.100000000000023,0.0191059399877526
9704,L56883,L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0,11.100000000000023,0.030661040787623068
9705,L56884,L,298.9,310.1,1577,41.4,80,0,0,0,0,0,0,11.200000000000045,0.026252377932783767
9706,L56885,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0,11.100000000000023,0.027732793522267207
9707,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,11.100000000000023,0.017653958944281525
9708,L56887,L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0,11.100000000000023,0.019364331959976454
9709,L56888,L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0,11.100000000000023,0.01784855769230769
9710,M24569,M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0,11.0,0.023283983849259757
9711,L56890,L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0,11.0,0.04588323353293413
9712,H39125,H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0,11.0,0.03002099370188943
9713,M24572,M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0,11.099999999999966,0.03324175824175824
9714,L56893,L,299.1,310.2,1496,45.0,104,0,0,0,0,0,0,11.099999999999966,0.030080213903743314
9715,L56894,L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0,11.0,0.01061246040126716
9716,L56895,L,299.1,310.1,1373,55.6,108,0,0,0,0,0,0,11.0,0.0404952658412236
9717,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0,11.0,0.03258832011535689
9718,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,11.0,0.02946666666666667
9719,L56898,L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0,11.0,0.024126565589980224
9720,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0,11.0,0.04293353705118411
9721,M24580,M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0,11.0,0.04016212232866617
9722,L56901,L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0,11.0,0.027248322147651008
9723,H39136,H,298.8,309.8,1911,21.6,126,0,0,0,0,0,0,11.0,0.01130298273155416
9724,L56903,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0,11.0,0.02101313320825516
9725,M24584,M,298.8,309.7,2098,19.0,133,0,0,0,0,0,0,10.899999999999977,0.00905624404194471
9726,M24585,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0,11.0,0.01712707182320442
9727,L56906,L,298.8,309.8,1557,37.2,139,0,0,0,0,0,0,11.0,0.02389210019267823
9728,L56907,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0,11.0,0.026967830253251196
9729,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,11.0,0.02156110044785669
9730,L56909,L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0,11.100000000000023,0.01710914454277286
9731,L56910,L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0,11.199999999999989,0.024018324607329843
9732,L56911,L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0,11.199999999999989,0.03570914326853852
9733,L56912,L,298.9,310.0,2231,17.4,151,0,0,0,0,0,0,11.100000000000023,0.007799193186911698
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,11.200000000000045,0.029750346740638003
9735,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,11.200000000000045,0.030384087791495196
9736,L56915,L,299.0,310.1,1444,47.7,161,0,0,0,0,0,0,11.100000000000023,0.03303324099722992
9737,M24596,M,298.9,310.0,1348,58.2,163,0,0,0,0,0,0,11.100000000000023,0.043175074183976266
9738,L56917,L,298.9,310.0,1791,27.6,166,0,0,0,0,0,0,11.100000000000023,0.015410385259631492
9739,L56918,L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,11.0,0.025182239893969515
9740,L56919,L,298.9,310.0,1515,42.9,170,0,0,0,0,0,0,11.100000000000023,0.028316831683168314
9741,M24600,M,298.9,310.1,1655,31.5,172,0,0,0,0,0,0,11.200000000000045,0.019033232628398792
9742,L56921,L,298.9,310.1,1495,42.9,175,0,0,0,0,0,0,11.200000000000045,0.028695652173913042
9743,L56922,L,298.9,310.2,1623,37.2,177,0,0,0,0,0,0,11.300000000000011,0.02292051756007394
9744,L56923,L,298.9,310.2,1562,42.5,179,0,0,0,0,0,0,11.300000000000011,0.027208706786171575
9745,L56924,L,298.8,310.1,1574,36.2,181,0,0,0,0,0,0,11.300000000000011,0.022998729351969505
9746,L56925,L,298.8,310.0,1611,32.4,183,0,0,0,0,0,0,11.199999999999989,0.02011173184357542
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,11.199999999999989,0.032501781895937276
9748,L56927,L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0,11.300000000000011,0.03200540175557056
9749,M24608,M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0,11.200000000000045,0.028591256072172104
9750,H39163,H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,11.300000000000011,0.030613621038435603
9751,L56930,L,298.7,310.0,1555,32.6,197,0,0,0,0,0,0,11.300000000000011,0.020964630225080386
9752,L56931,L,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,11.299999999999955,0.0178328173374613
9753,L56932,L,298.6,309.8,1561,32.6,201,0,0,0,0,0,0,11.199999999999989,0.020884048686739272
9754,L56933,L,298.5,309.8,1593,35.1,203,0,0,0,0,0,0,11.300000000000011,0.022033898305084745
9755,M24614,M,298.5,309.7,1552,34.0,205,0,0,0,0,0,0,11.199999999999989,0.02190721649484536
